@relation InstanceResultListener

@attribute Key_Dataset {mushroom_train}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48}
@attribute Key_Scheme_options {'-C 0.25 -M 1'}
@attribute Key_Scheme_version_ID {-217733168393644444}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 107\nSize of the tree: 136\n','Number of leaves: 142\nSize of the tree: 174\n','Number of leaves: 130\nSize of the tree: 165\n','Number of leaves: 117\nSize of the tree: 148\n','Number of leaves: 148\nSize of the tree: 186\n','Number of leaves: 141\nSize of the tree: 179\n','Number of leaves: 90\nSize of the tree: 118\n','Number of leaves: 168\nSize of the tree: 207\n','Number of leaves: 109\nSize of the tree: 139\n','Number of leaves: 181\nSize of the tree: 221\n','Number of leaves: 162\nSize of the tree: 199\n','Number of leaves: 128\nSize of the tree: 163\n','Number of leaves: 149\nSize of the tree: 183\n','Number of leaves: 87\nSize of the tree: 112\n','Number of leaves: 121\nSize of the tree: 150\n','Number of leaves: 111\nSize of the tree: 139\n','Number of leaves: 182\nSize of the tree: 220\n','Number of leaves: 115\nSize of the tree: 144\n','Number of leaves: 163\nSize of the tree: 199\n','Number of leaves: 122\nSize of the tree: 154\n','Number of leaves: 82\nSize of the tree: 107\n','Number of leaves: 65\nSize of the tree: 86\n','Number of leaves: 54\nSize of the tree: 74\n','Number of leaves: 126\nSize of the tree: 158\n','Number of leaves: 107\nSize of the tree: 135\n','Number of leaves: 86\nSize of the tree: 111\n','Number of leaves: 108\nSize of the tree: 136\n','Number of leaves: 146\nSize of the tree: 180\n','Number of leaves: 109\nSize of the tree: 135\n','Number of leaves: 135\nSize of the tree: 171\n','Number of leaves: 141\nSize of the tree: 176\n','Number of leaves: 180\nSize of the tree: 222\n','Number of leaves: 166\nSize of the tree: 204\n','Number of leaves: 146\nSize of the tree: 183\n','Number of leaves: 98\nSize of the tree: 127\n','Number of leaves: 142\nSize of the tree: 180\n','Number of leaves: 172\nSize of the tree: 214\n','Number of leaves: 142\nSize of the tree: 178\n','Number of leaves: 85\nSize of the tree: 113\n','Number of leaves: 165\nSize of the tree: 204\n','Number of leaves: 70\nSize of the tree: 93\n','Number of leaves: 73\nSize of the tree: 98\n','Number of leaves: 156\nSize of the tree: 191\n','Number of leaves: 68\nSize of the tree: 90\n','Number of leaves: 106\nSize of the tree: 132\n','Number of leaves: 149\nSize of the tree: 187\n','Number of leaves: 83\nSize of the tree: 108\n','Number of leaves: 65\nSize of the tree: 87\n','Number of leaves: 107\nSize of the tree: 134\n','Number of leaves: 151\nSize of the tree: 186\n','Number of leaves: 128\nSize of the tree: 160\n','Number of leaves: 171\nSize of the tree: 211\n','Number of leaves: 194\nSize of the tree: 238\n','Number of leaves: 64\nSize of the tree: 85\n','Number of leaves: 142\nSize of the tree: 177\n','Number of leaves: 78\nSize of the tree: 100\n','Number of leaves: 167\nSize of the tree: 204\n','Number of leaves: 126\nSize of the tree: 161\n','Number of leaves: 140\nSize of the tree: 173\n','Number of leaves: 173\nSize of the tree: 211\n','Number of leaves: 193\nSize of the tree: 234\n','Number of leaves: 99\nSize of the tree: 127\n','Number of leaves: 174\nSize of the tree: 215\n','Number of leaves: 117\nSize of the tree: 149\n','Number of leaves: 136\nSize of the tree: 169\n','Number of leaves: 100\nSize of the tree: 130\n','Number of leaves: 89\nSize of the tree: 115\n','Number of leaves: 142\nSize of the tree: 176\n','Number of leaves: 135\nSize of the tree: 166\n','Number of leaves: 143\nSize of the tree: 179\n','Number of leaves: 114\nSize of the tree: 146\n','Number of leaves: 67\nSize of the tree: 88\n','Number of leaves: 116\nSize of the tree: 148\n','Number of leaves: 102\nSize of the tree: 133\n','Number of leaves: 130\nSize of the tree: 161\n','Number of leaves: 169\nSize of the tree: 208\n','Number of leaves: 158\nSize of the tree: 192\n','Number of leaves: 81\nSize of the tree: 106\n','Number of leaves: 80\nSize of the tree: 105\n','Number of leaves: 104\nSize of the tree: 134\n','Number of leaves: 150\nSize of the tree: 187\n','Number of leaves: 173\nSize of the tree: 209\n','Number of leaves: 156\nSize of the tree: 194\n','Number of leaves: 127\nSize of the tree: 160\n','Number of leaves: 98\nSize of the tree: 126\n','Number of leaves: 98\nSize of the tree: 129\n','Number of leaves: 61\nSize of the tree: 80\n','Number of leaves: 140\nSize of the tree: 177\n','Number of leaves: 144\nSize of the tree: 178\n','Number of leaves: 183\nSize of the tree: 224\n','Number of leaves: 66\nSize of the tree: 89\n','Number of leaves: 146\nSize of the tree: 181\n','Number of leaves: 91\nSize of the tree: 116\n','Number of leaves: 93\nSize of the tree: 117\n','Number of leaves: 159\nSize of the tree: 200\n','Number of leaves: 87\nSize of the tree: 113\n','Number of leaves: 157\nSize of the tree: 195\n','Number of leaves: 124\nSize of the tree: 159\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
mushroom_train,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,430,270,0,61.428571,38.571429,0,0.460093,0.080317,0.202127,44.011887,66.922764,1562.657974,513.656942,1049.001032,2.232369,0.733796,1.498573,1060.986447,1.515695,47438.837642,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.614286,0.134819,0.865181,0.385714,0.58225,0.614286,0.590992,0.472874,0.930495,0.761961,0.505888,0.614286,0.097,0.002,0.1,0,100,0,57331,1347417,154617,100,23.142857,'Number of leaves: 128\nSize of the tree: 163\n',163,128,128
mushroom_train,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,433,267,0,61.857143,38.142857,0,0.480312,0.08935,0.21267,48.962037,70.413488,1562.657974,1660.783078,-98.125104,2.232369,2.372547,-0.140179,987.393124,1.410562,44148.332168,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.618571,0.111143,0.888857,0.381429,0.643006,0.618571,0.613388,0.5082,0.914804,0.73051,0.508968,0.618571,0.094,0.002,0.1,0,100,0,63635,1347417,154617,99.857143,26.428571,'Number of leaves: 149\nSize of the tree: 183\n',183,149,149
mushroom_train,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,413,287,0,59,41,0,0.453852,0.089881,0.214145,49.252829,70.901699,1562.657974,1665.696939,-103.038965,2.232369,2.379567,-0.147199,989.740719,1.413915,44253.29785,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.59,0.097762,0.902238,0.41,0.648387,0.59,0.602693,0.500662,0.916868,0.732202,0.517033,0.59,0.093,0.002,0.09,0.01,90,10,41557,1347417,154617,99.857143,26.107143,'Number of leaves: 87\nSize of the tree: 112\n',112,87,87
mushroom_train,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,462,238,0,66,34,0,0.543652,0.08144,0.204391,44.627393,67.672407,1562.657974,1610.595015,-47.937041,2.232369,2.30085,-0.068481,1041.08658,1.487267,46549.074569,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.66,0.082836,0.917164,0.34,0.673804,0.66,0.658093,0.56962,0.935863,0.753865,0.576919,0.66,0.1,0.002,0.1,0,100,0,53393,1347417,154617,99.857143,24.857143,'Number of leaves: 121\nSize of the tree: 150\n',150,121,121
mushroom_train,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,431,269,0,61.571429,38.428571,0,0.468609,0.086438,0.209856,47.366023,69.481536,1562.657974,573.205878,989.452096,2.232369,0.818866,1.413503,1011.72211,1.445317,45236.130058,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.615714,0.12332,0.87668,0.384286,0.599127,0.615714,0.602156,0.486661,0.918844,0.735598,0.509618,0.615714,0.094,0.002,0.1,0,100,0,49963,1347417,154617,100,25.5,'Number of leaves: 111\nSize of the tree: 139\n',139,111,111
mushroom_train,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,427,273,0,61,39,0,0.458214,0.08871,0.212513,48.611268,70.361272,1562.657974,2731.015367,-1168.357392,2.232369,3.901451,-1.669082,988.156259,1.411652,44182.453448,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.61,0.126125,0.873875,0.39,0.569712,0.61,0.5801,0.470061,0.921172,0.734461,0.465936,0.61,0.188,0.012,0.11,0,110,0,75157,1347417,154617,99.714286,26.25,'Number of leaves: 182\nSize of the tree: 220\n',220,182,182
mushroom_train,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,437,263,0,62.428571,37.571429,0,0.47698,0.084309,0.20713,46.197762,68.575583,1563.59535,2687.776698,-1124.181347,2.233708,3.839681,-1.605973,1028.415109,1.469164,45985.552267,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.624286,0.130414,0.869586,0.375714,0.645634,0.624286,0.615091,0.506971,0.924857,0.747034,0.532412,0.624286,0.19,0.002,0.11,0,110,0,51509,1347417,154617,99.714286,24.214286,'Number of leaves: 115\nSize of the tree: 144\n',144,115,115
mushroom_train,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,428,272,0,61.142857,38.857143,0,0.467951,0.089672,0.216795,49.134049,71.772285,1564.244326,7036.560072,-5472.315746,2.234635,10.052229,-7.817594,981.657623,1.402368,43896.804571,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.611429,0.125471,0.874529,0.388571,0.595727,0.611429,0.595795,0.475859,0.912599,0.729137,0.535642,0.611429,0.089,0.002,0.09,0,90,0,68611,1347417,154617,99.142857,26.142857,'Number of leaves: 163\nSize of the tree: 199\n',199,163,163
mushroom_train,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,425,275,0,60.714286,39.285714,0,0.482791,0.08516,0.208923,46.659505,69.162531,1571.520964,2699.69723,-1128.176267,2.24503,3.85671,-1.61168,1016.666276,1.45238,45484.47568,0,0,0,0,1,699,1,1,0,0,0,0,0.5,0.001429,0.607143,0.089114,0.910886,0.392857,0.653499,0.607143,0.621681,0.517915,0.920808,0.74263,0.503605,0.607143,0.09,0.002,0.09,0,90,0,54577,1347417,154617,99.714286,24.339286,'Number of leaves: 122\nSize of the tree: 154\n',154,122,122
mushroom_train,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,436,264,0,62.285714,37.714286,0,0.470615,0.086466,0.209131,47.381785,69.241786,1562.657974,575.759102,986.898872,2.232369,0.822513,1.409856,1003.722967,1.43389,44878.472309,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.622857,0.137905,0.862095,0.377143,0.64798,0.622857,0.611634,0.498008,0.918997,0.744503,0.513378,0.622857,0.091,0.002,0.09,0.01,90,10,39987,1347417,154617,100,25.839286,'Number of leaves: 82\nSize of the tree: 107\n',107,82,82
mushroom_train,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,446,254,0,63.714286,36.285714,0,0.51963,0.087879,0.210652,48.155554,69.745122,1562.657974,581.036844,981.62113,2.232369,0.830053,1.402316,1002.316768,1.431881,44815.598303,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.637143,0.075774,0.924226,0.362857,0.704272,0.637143,0.656192,0.570418,0.921669,0.736137,0.574651,0.637143,0.101,0.002,0.1,0.01,100,10,33489,1347417,154617,100,26,'Number of leaves: 65\nSize of the tree: 86\n',86,65,65
mushroom_train,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,457,243,0,65.285714,34.714286,0,0.540034,0.080879,0.201508,44.319825,66.717726,1562.657974,517.699701,1044.958273,2.232369,0.739571,1.492798,1057.870706,1.511244,47299.526571,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.652857,0.085039,0.914961,0.347143,0.693621,0.652857,0.656731,0.567388,0.931132,0.760474,0.623773,0.652857,0.093,0.002,0.09,0,90,0,29745,1347417,154617,100,23.553571,'Number of leaves: 54\nSize of the tree: 74\n',74,54,54
mushroom_train,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,447,253,0,63.857143,36.142857,0,0.509364,0.083834,0.206634,45.939095,68.415024,1562.657974,555.137317,1007.520657,2.232369,0.793053,1.439315,1025.238586,1.464627,45840.47889,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.638571,0.101316,0.898684,0.361429,0.62343,0.638571,0.617362,0.522294,0.932923,0.747485,0.558907,0.638571,0.094,0.002,0.09,0,90,0,55833,1347417,154617,100,25.321429,'Number of leaves: 126\nSize of the tree: 158\n',158,126,126
mushroom_train,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,437,263,0,62.428571,37.571429,0,0.466953,0.085093,0.209917,46.629127,69.501751,1562.657974,571.201507,991.456467,2.232369,0.816002,1.416366,1014.284322,1.448978,45350.691692,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.624286,0.15079,0.84921,0.375714,0.568735,0.624286,0.587024,0.470683,0.924519,0.73724,0.519788,0.624286,0.091,0.002,0.1,0,100,0,48707,1347417,154617,100,25.089286,'Number of leaves: 107\nSize of the tree: 135\n',135,107,107
mushroom_train,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,451,249,0,64.428571,35.571429,0,0.508005,0.086365,0.210385,47.325489,69.655273,1562.991848,3792.179123,-2229.187274,2.232845,5.417399,-3.184553,1001.646632,1.430924,44786.686622,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.644286,0.117823,0.882177,0.355714,0.662591,0.644286,0.634658,0.531831,0.925205,0.737382,0.549409,0.644286,0.092,0.002,0.09,0,90,0,41243,1347417,154617,99.571429,26.107143,'Number of leaves: 86\nSize of the tree: 111\n',111,86,86
mushroom_train,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,433,267,0,61.857143,38.142857,0,0.475764,0.086675,0.209236,47.495265,69.27482,1562.991848,573.268932,989.722916,2.232845,0.818956,1.41389,1005.281726,1.436117,44949.222787,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.618571,0.113939,0.886061,0.381429,0.654975,0.618571,0.609755,0.512938,0.927259,0.745783,0.524423,0.618571,0.095,0.002,0.09,0,90,0,49021,1347417,154617,100,26.142857,'Number of leaves: 108\nSize of the tree: 136\n',136,108,108
mushroom_train,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,440,260,0,62.857143,37.142857,0,0.50764,0.086009,0.209866,47.145775,69.509472,1561.544001,3783.809682,-2222.265681,2.230777,5.405442,-3.174665,1010.342474,1.443346,45170.861843,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.628571,0.088709,0.911291,0.371429,0.654029,0.628571,0.623987,0.527727,0.925192,0.748126,0.546867,0.628571,0.106,0.002,0.08,0.01,80,10,62693,1347417,154617,99.571429,25.642857,'Number of leaves: 146\nSize of the tree: 180\n',180,146,146
mushroom_train,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,438,262,0,62.571429,37.428571,0,0.502902,0.088761,0.211881,48.636094,70.146919,1563.910451,2722.934974,-1159.024522,2.234158,3.889907,-1.655749,996.76109,1.423944,44571.140135,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.625714,0.089653,0.910347,0.374286,0.669959,0.625714,0.634119,0.536665,0.917534,0.735307,0.555883,0.625714,0.098,0.002,0.1,0,100,0,48755,1347417,154617,99.714286,26.107143,'Number of leaves: 109\nSize of the tree: 135\n',135,109,109
mushroom_train,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,415,285,0,59.285714,40.714286,0,0.447717,0.089985,0.214298,49.304181,70.943454,1571.18709,2729.85817,-1158.671081,2.244553,3.899797,-1.655244,990.235776,1.414623,44300.964986,0,0,0,0,1,699,1,1,0,0,0,0,0.5,0.001429,0.592857,0.119808,0.880192,0.407143,0.592793,0.592857,0.583857,0.465076,0.915792,0.73034,0.442658,0.592857,0.103,0.002,0.11,0,110,0,59819,1347417,154617,99.714286,24.946429,'Number of leaves: 135\nSize of the tree: 171\n',171,135,135
mushroom_train,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,465,235,0,66.428571,33.571429,0,0.52207,0.082306,0.204855,45.117829,67.853369,1560.606625,1620.862168,-60.255544,2.229438,2.315517,-0.086079,1022.888968,1.46127,45728.76897,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.664286,0.130982,0.869018,0.335714,0.651022,0.664286,0.641589,0.541587,0.934485,0.754473,0.525693,0.664286,0.095,0.002,0.09,0,90,0,61413,1347417,154617,99.857143,25.696429,'Number of leaves: 141\nSize of the tree: 176\n',176,141,141
mushroom_train,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,434,266,0,62,38,0,0.471065,0.081949,0.205234,44.904208,67.948322,1563.306949,1604.245769,-40.93882,2.233296,2.29178,-0.058484,1047.173305,1.495962,46823.370255,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.62,0.136846,0.863154,0.38,0.589175,0.62,0.586127,0.471777,0.922301,0.754979,0.514704,0.62,0.135,0.002,0.13,0,130,0,75689,1347417,154617,99.857143,23.392857,'Number of leaves: 180\nSize of the tree: 222\n',222,180,180
mushroom_train,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,434,266,0,62,38,0,0.486058,0.08766,0.213498,48.033757,70.684297,1563.306949,7008.829491,-5445.522541,2.233296,10.012614,-7.779318,998.932828,1.427047,44666.342641,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.62,0.109271,0.890729,0.38,0.626816,0.62,0.611062,0.506769,0.918194,0.724895,0.525759,0.62,0.094,0.003,0.1,0,100,0,70133,1347417,154617,99.142857,25.196429,'Number of leaves: 166\nSize of the tree: 204\n',204,166,166
mushroom_train,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,426,274,0,60.857143,39.142857,0,0.472673,0.083313,0.207113,45.653938,68.573374,1562.657974,4823.900914,-3261.24294,2.232369,6.891287,-4.658918,1032.11834,1.474455,46148.086513,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.608571,0.104983,0.895017,0.391429,0.648982,0.608571,0.623024,0.513645,0.921605,0.745308,0.561156,0.608571,0.103,0.002,0.11,0,110,0,63563,1347417,154617,99.428571,23.660714,'Number of leaves: 146\nSize of the tree: 183\n',183,146,146
mushroom_train,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,443,257,0,63.285714,36.714286,0,0.484097,0.081126,0.204361,44.45506,67.662187,1562.657974,536.633602,1026.024373,2.232369,0.766619,1.465749,1044.547218,1.49221,46703.806647,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.632857,0.144761,0.855239,0.367143,0.634154,0.632857,0.599795,0.492332,0.925293,0.768085,0.538127,0.632857,0.099,0.002,0.1,0,100,0,46171,1347417,154617,100,23.678571,'Number of leaves: 98\nSize of the tree: 127\n',127,98,98
mushroom_train,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,435,265,0,62.142857,37.857143,0,0.484017,0.083234,0.206059,45.610349,68.224675,1562.657974,2681.532828,-1118.874854,2.232369,3.830761,-1.598393,1036.831717,1.481188,46358.831066,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.621429,0.114057,0.885943,0.378571,0.619156,0.621429,0.617807,0.503364,0.924251,0.751097,0.552942,0.621429,0.094,0.002,0.09,0.01,90,10,62597,1347417,154617,99.714286,24.017857,'Number of leaves: 142\nSize of the tree: 180\n',180,142,142
mushroom_train,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,418,282,0,59.714286,40.285714,0,0.436846,0.090371,0.215422,49.521272,71.324689,1562.657974,2747.393644,-1184.73567,2.232369,3.924848,-1.69248,974.852563,1.392647,43587.618455,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.597143,0.140878,0.859122,0.402857,0.611258,0.597143,0.585202,0.463003,0.906429,0.715154,0.481428,0.597143,0.095,0.002,0.09,0.01,90,10,73177,1347417,154617,99.714286,26.482143,'Number of leaves: 172\nSize of the tree: 214\n',214,172,172
mushroom_train,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,442,258,0,63.142857,36.857143,0,0.499534,0.084606,0.207567,46.360241,68.720425,1563.59535,1629.077709,-65.482359,2.233708,2.327254,-0.093546,1022.925016,1.461321,45740.062898,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.631429,0.103298,0.896702,0.368571,0.663843,0.631429,0.631048,0.531779,0.922905,0.747764,0.566594,0.631429,0.106,0.002,0.09,0,90,0,64481,1347417,154617,99.857143,25.321429,'Number of leaves: 148\nSize of the tree: 186\n',186,148,148
mushroom_train,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,428,272,0,61.142857,38.857143,0,0.492051,0.089564,0.214867,49.076764,71.137281,1563.59535,595.423512,968.171838,2.233708,0.850605,1.383103,992.478763,1.417827,44378.659579,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.611429,0.078795,0.921205,0.388571,0.673997,0.611429,0.628008,0.534525,0.91831,0.726546,0.555185,0.611429,0.165,0.003,0.11,0,110,0,62017,1347417,154617,100,25.803571,'Number of leaves: 142\nSize of the tree: 178\n',178,142,142
mushroom_train,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,433,267,0,61.857143,38.142857,0,0.490522,0.085516,0.209005,46.856801,69.192794,1570.871989,3772.457599,-2201.585611,2.244103,5.389225,-3.145122,1017.581464,1.453688,45523.332503,0,0,0,0,1,699,1,1,0,0,0,0,0.5,0.001429,0.618571,0.100888,0.899112,0.381429,0.635538,0.618571,0.617144,0.509842,0.92641,0.749527,0.510786,0.618571,0.092,0.002,0.09,0,90,0,41799,1347417,154617,99.571429,24.446429,'Number of leaves: 85\nSize of the tree: 113\n',113,85,85
mushroom_train,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,444,256,0,63.428571,36.571429,0,0.513762,0.08029,0.201984,44.014192,66.903894,1560.291524,2655.971052,-1095.679528,2.228988,3.794244,-1.565256,1055.685544,1.508122,47193.901637,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.634286,0.090675,0.909325,0.365714,0.669473,0.634286,0.631799,0.54083,0.930136,0.758571,0.588513,0.634286,0.09,0.003,0.09,0.01,90,10,70109,1347417,154617,99.714286,23.196429,'Number of leaves: 165\nSize of the tree: 204\n',204,165,165
mushroom_train,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,445,255,0,63.571429,36.428571,0,0.499994,0.083778,0.205234,45.90874,67.951522,1562.657974,539.628346,1023.029628,2.232369,0.770898,1.461471,1033.980126,1.477114,46231.33073,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.635714,0.11386,0.88614,0.364286,0.623546,0.635714,0.617817,0.513382,0.928917,0.753411,0.560051,0.635714,0.1,0.002,0.1,0,100,0,35639,1347417,154617,100,24.107143,'Number of leaves: 70\nSize of the tree: 93\n',93,70,70
mushroom_train,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,443,257,0,63.285714,36.714286,0,0.514234,0.080297,0.201859,44.001039,66.833888,1562.657974,1582.166048,-19.508074,2.232369,2.260237,-0.027869,1062.572773,1.517961,47509.765448,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.632857,0.08386,0.91614,0.367143,0.671232,0.632857,0.637408,0.544435,0.93321,0.765676,0.607973,0.632857,0.091,0.003,0.09,0.01,90,10,37161,1347417,154617,99.857143,23.125,'Number of leaves: 73\nSize of the tree: 98\n',98,73,73
mushroom_train,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,449,251,0,64.142857,35.857143,0,0.502592,0.086248,0.209282,47.261811,69.291691,1562.657974,1644.6141,-81.956126,2.232369,2.349449,-0.11708,1006.026071,1.43718,44981.448713,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.641429,0.11806,0.88194,0.358571,0.600695,0.641429,0.61084,0.507966,0.926628,0.737136,0.506345,0.641429,0.094,0.002,0.1,0,100,0,66123,1347417,154617,99.857143,26.232143,'Number of leaves: 156\nSize of the tree: 191\n',191,156,156
mushroom_train,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,20171007.1744,6300,700,444,256,0,63.428571,36.571429,0,0.508473,0.087085,0.209414,47.720658,69.335203,1562.657974,567.688206,994.969768,2.232369,0.810983,1.421385,1014.429321,1.449185,45357.174883,0,0,0,0,1,700,0,0,0,0,0,0,?,?,0.634286,0.095366,0.904634,0.365714,0.650967,0.634286,0.617301,0.529978,0.929395,0.750561,0.541532,0.634286,0.1,0.002,0.1,0,100,0,34721,1347417,154617,100,25.5,'Number of leaves: 68\nSize of the tree: 90\n',90,68,68
